PostId; PostHistoryId; PostBlockTypeId; LocalId; PredLocalId; SuccLocalId; Comment
"9916041"; "22848949"; "2"; "18"; "16"; "18"; ""; 
"9916041"; "22891048"; "2"; "18"; "18"; "null"; ""; 
"9916041"; "22847068"; "1"; "17"; "null"; "17"; ""; 
"9916041"; "22847974"; "1"; "17"; "17"; "19"; ""; 
"9916041"; "22848949"; "1"; "19"; "17"; "19"; ""; 
"9916041"; "22891048"; "1"; "19"; "19"; "null"; ""; 
"9916041"; "22848949"; "1"; "15"; "null"; "15"; ""; 
"9916041"; "22891048"; "1"; "15"; "15"; "null"; ""; 
"9916041"; "22848949"; "2"; "16"; "null"; "16"; ""; 
"9916041"; "22891048"; "2"; "16"; "16"; "null"; ""; 
"9916041"; "22931083"; "2"; "2"; "null"; "2"; ""; 
"9916041"; "22933831"; "2"; "2"; "2"; "2"; ""; 
"9916041"; "22934649"; "2"; "2"; "2"; "2"; ""; 
"9916041"; "22938653"; "2"; "2"; "2"; "null"; ""; 
"9916041"; "22931083"; "1"; "3"; "null"; "3"; ""; 
"9916041"; "22933831"; "1"; "3"; "3"; "3"; ""; 
"9916041"; "22934649"; "1"; "3"; "3"; "3"; ""; 
"9916041"; "22938653"; "1"; "3"; "3"; "null"; ""; 
"9916041"; "22931083"; "2"; "4"; "null"; "4"; ""; 
"9916041"; "22933831"; "2"; "4"; "4"; "4"; ""; 
"9916041"; "22934649"; "2"; "4"; "4"; "4"; ""; 
"9916041"; "22938653"; "2"; "4"; "4"; "null"; ""; 
"9916041"; "22931083"; "1"; "5"; "null"; "5"; ""; 
"9916041"; "22933831"; "1"; "5"; "5"; "5"; ""; 
"9916041"; "22934649"; "1"; "5"; "5"; "5"; ""; 
"9916041"; "22938653"; "1"; "5"; "5"; "null"; ""; 
"9916041"; "22933831"; "1"; "9"; "null"; "9"; ""; 
"9916041"; "22934649"; "1"; "9"; "9"; "null"; ""; 
"9916041"; "22933831"; "2"; "10"; "null"; "12"; ""; 
"9916041"; "22934649"; "2"; "12"; "10"; "10"; ""; 
"9916041"; "22938653"; "2"; "10"; "12"; "null"; ""; 
"9916041"; "22934649"; "2"; "10"; "null"; "null"; ""; 
"9916041"; "22934649"; "1"; "11"; "null"; "null"; ""; 
"9916041"; "22938653"; "1"; "9"; "null"; "null"; ""; 
"9916041"; "22938653"; "1"; "11"; "null"; "null"; ""; 
